"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
148,"Pocinhos",6300,NA,750,5900,900,13000,17500,1100000,35000,NA,2512002,623.967,17469,28,98.2,0.591,"12.35",91831060.17,86966410.92,15101.87,"PB"
149,"Poço Dantas",2919,NA,177,1140,250,1916,1837,12347,1200,NA,2512036,97.758,3830,39.18,98.4,0.525,"38.46",45490514.62,37576856.28,10376.63,"PB"
150,"Poço de José de Moura",4995,NA,250,1120,151,600,2156,4658,1997,NA,2512077,94.646,4006,42.33,98.5,0.612,"45.45",48257913.66,36667129.13,10717.41,"PB"
151,"Pombal",30500,43,600,3000,400,6329,23795,30809,16381,NA,2512101,894.099,32473,36.32,95.4,0.634,"16.53",145716329.91,139368788,14177.59,"PB"
152,"Prata",3932,NA,246,978,136,8075,6617,36971,11091,NA,2512200,201.788,3915,19.4,98.9,0.608,"-",34204091.32,30826329.39,15167.11,"PB"
153,"Princesa Isabel",16415,NA,620,5500,700,4668,4900,714109,577764,NA,2512309,368.569,21114,57.29,95.7,0.606,"7.46",110565737.26,110644621.3,11215,"PB"
154,"Puxinanã",3100,NA,420,4200,500,500,2300,270000,28000,4520,2512408,71.118,14277,200.75,98.4,0.617,"11.11",71075211.59,65009111.14,9987.45,"PB"
155,"Queimadas",14060,NA,830,8500,850,3900,8200,160000,37000,2200,2512507,402.748,47658,118.33,96.6,0.608,"10.97",201203527.11,184577210.3,13646.91,"PB"
156,"Quixaba",1822,NA,145,247,37,1645,750,3053,915,NA,2512606,147.158,1743,11.84,99,0.622,"-",25941363.69,22073161.58,13312.85,"PB"
157,"Remígio",5000,NA,300,1200,380,1800,3000,15900,6200,NA,2512705,183.459,17885,97.49,97.1,0.607,"8.62",86181605.09,87169034.66,9080.26,"PB"
