"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
294,"Palmares do Sul",31200,NA,1323,198,56,NA,3461,990,520,NA,4313656,949.201,12844,13.53,"95.6","0.715","-",89706935.59,77471066.74,64856.58,"RS"
295,"Palmeira das Missões",16877,78,1212,4815,980,136,5667,22850,7824,116,4313706,1421.101,33216,23.37,"98.3","0.737","4.72",243952782.51,190421689.6,67189.91,"RS"
296,"Palmitinho",12754,NA,99,123476,2648,29,329,714200,9150,75,4313805,144.181,7839,54.37,"98.7","0.72","-",53041676.66,44871186.26,38497.82,"RS"
297,"Panambi",13937,NA,468,3888,570,50,1586,17000,11500,3300,4313904,491.57,43515,88.52,"99.1","0.761","10.08",303995021.1,244836206.9,71052.72,"RS"
298,"Pantano Grande",30281,643,2023,535,170,300,8425,8500,5500,NA,4313953,841.225,10212,12.14,"98.4","0.661","8.26",77993273.68,70485898.48,59331.51,"RS"
299,"Paraí",7743,NA,122,35649,3601,63,800,1075952,38900,NA,4314001,121.745,7194,59.09,"96","0.773","38.96",65338738.48,55767630.49,54464.94,"RS"
300,"Paraíso do Sul",9062,2,76,1858,271,3,285,10570,5285,90,4314027,337.534,6519,19.31,"99.2","0.676","19.23",47719557.18,40196617.3,27162.33,"RS"
301,"Pareci Novo",1941,NA,109,5291,7,101,130,486902,148575,25,4314035,57.485,4319,75.13,"97.7","0.749","-",21806641.93,41299366.84,35118.04,"RS"
302,"Parobé",6378,400,451,209,39,30,531,4200,2940,500,4314050,108.707,52058,478.88,"96.6","0.704","14.57",253894988.8,227633844.3,23398.44,"RS"
303,"Passa Sete",5347,NA,182,2086,260,59,687,10150,5075,140,4314068,304.266,3983,13.09,"98.6","0.622","-",39636310.2,33980232.56,22967.57,"RS"
304,"Passo do Sobrado",17101,1288,565,313,45,30,1505,17000,10000,NA,4314076,265.133,6025,22.72,"98.5","0.698","16.39",45418484.6,39237792.37,34730.74,"RS"
305,"Passo Fundo",177460,265,6666,273210,24759,1181,34090,24632952,1535467,635,4314100,784.407,206215,262.89,"97.3","0.776","11.65",1109877947.42,973815030.6,60905.63,"RS"
306,"Paulo Bento",4364,NA,265,2035,129,18,521,235000,11000,NA,4314134,149.669,2144,14.32,"99.2","0.71","-",31358026.79,27164761.95,85049.56,"RS"
307,"Paverama",7150,6,185,16200,350,70,361,306000,195000,20000,4314159,171.863,7978,46.42,"98.8","0.683","12.5",49069758.7,43739205.63,28387.36,"RS"
308,"Pedras Altas",69587,477,3603,510,123,121,29260,7500,6090,45,4314175,1373.985,2061,1.5,"94.1","0.64","33.33",45152403.91,38350261.06,200305.43,"RS"
309,"Pedro Osório",34786,248,1365,79,22,NA,10378,890,160,NA,4314209,603.757,7484,12.4,"95.8","0.678","14.49",42797832.28,39561502.36,35227.12,"RS"
310,"Pejuçara",7655,NA,221,5185,1195,10,1334,5200,4300,NA,4314308,414.106,3745,9.04,"100","0.741","-",51808374.64,44506668,120888.24,"RS"
311,"Pelotas",419319,1694,23052,28272,4238,3764,79669,410656,307996,598,4314407,1608.78,325685,202.44,"96.9","0.739","9.96",1613164075.04,1682180267,31347.6,"RS"
312,"Picada Café",1933,9,70,699,47,41,120,353644,70000,350,4314423,84.28,5351,63.49,"99.3","0.758","-",45392135.63,41463109.37,66860.05,"RS"
313,"Pinhal",6705,NA,50,105478,14789,38,622,82147,3254,NA,4314456,68.222,2959,43.37,"98.4","0.72","21.28",47708827.03,38718002.56,47787.94,"RS"
314,"Pinhal da Serra",18561,NA,556,1066,251,28,2672,140092,120000,NA,4314464,438.11,2248,5.13,"95.7","0.65","-",40226417.54,36476032.93,160718.98,"RS"
