"X","NM_MUN","Bovino","Bubalino","Equino","Suinos","Suino_Matrizes","Caprino","Ovino","Galinaceos","Galinaceos_Galinhas","Codornas","Codigo","Área_km2","Pop_residente","Densi_demo","Escolarizacao","IDHM","Mort_inf","Tot_receita_bruta","Tot_despesas_brutas","PIB_cap","SIGLA_UF"
131,"Tangará da Serra",989154,692,11756,9704,3038,1147,10121,3405886,440300,251,5107958,11636.825,106434,9.15,93.3,0.729,"17.93",640519925.77,650403674,51892.66,"MT"
132,"Tapurah",84835,7,1304,410000,36500,176,3330,3321947,35000,56,5108006,4492.539,14370,3.2,96.6,0.714,"7.97",144650682.63,124045853,139617.54,"MT"
133,"Terra Nova do Norte",301580,55,3639,5420,1730,27,2059,40803,24164,NA,5108055,2399.736,10616,4.42,98.8,0.698,"5.88",91616733.61,88506552.72,54104.74,"MT"
134,"Tesouro",1140059,542,20591,41230,7593,1079,14030,2084109,1524067,198,5108105,4244.073,3025,0.71,96.7,0.655,"20",37614141.66,33827734.76,83165.07,"MT"
135,"Torixoréu",120275,131,2249,2960,551,35,1001,19830,7200,2,5108204,2398.383,4164,1.74,98.3,0.716,"-",40455005.83,36599999.99,60613.76,"MT"
136,"União do Sul",47092,7,506,1650,470,38,1895,9002,6900,NA,5108303,4590.628,3838,0.84,95.5,0.665,"-",44645022.44,39788027.11,145942.7,"MT"
137,"Vale de São Domingos",134478,18,1773,1899,295,150,1836,19659,16383,21,5108352,1901.545,2904,1.53,99.4,0.656,"-",40505725.3,33606782.88,24697.43,"MT"
138,"Várzea Grande",26265,18,1166,4239,325,51,3610,12581,2010,NA,5108402,724.279,300078,414.31,95.9,0.734,"15.55",1306473823.26,1324626695,34151.42,"MT"
139,"Vera",40145,NA,549,206240,19507,388,5127,259346,15320,NA,5108501,3058.364,12800,4.19,97.2,0.68,"13.7",97917973.39,92368771.18,110130.08,"MT"
140,"Vila Bela da Santíssima Trindade",1134427,590,11707,5744,1179,231,11307,47644,39704,21,5105507,13484.71,16774,1.24,93.9,0.645,"6.47",135232761.57,126040903.1,38942.45,"MT"
141,"Vila Rica",608621,244,5294,5784,431,357,2961,32689,12000,NA,5108600,7436.383,19888,2.67,94.3,0.688,"13.79",143154100.33,131549451.2,32627.85,"MT"
